words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1
"error,def,self",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,error,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,def,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"return,def,function",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,def,get",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"def,import,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"return,def,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"def,model,input",0.84,0.842140348,0.727272727,0.785714286,0.666666667,1,0.916666667
"return,def,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"def,x,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"keras,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,return,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,last,def",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"len,return,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"def,loss,model",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"def,loss,print",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"range,def,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"return,def,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"def,print,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"range,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"return,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"self,def,model",0.813333333,0.817457808,0.727272727,0.714285714,0.666666667,0.96,0.88
"training,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"using,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"def,x,model",0.84,0.842140348,0.727272727,0.785714286,0.666666667,1,0.916666667
"return,def,output",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"range,def,print",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,def,print",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"def,print,self",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"training,def,print",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,def,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"def,print,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"return,range,def",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"return,def,self",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"return,def,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,training,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,def,tried",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,def,trying",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,return,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,def,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"def,x,self",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"keras,dropout,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"model,dropout,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"sequential,dropout,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"epoch,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"epoch,sequential,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"keras,error,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,flatten,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"get,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"keras,import,dense",0.826666667,0.831017026,0.727272727,0.733333333,0.692307692,0.96,0.916666667
"loss,import,dense",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"model,import,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,numpy,dense",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"import,sequential,dense",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,x,dense",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,input,dense",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"input,dense,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"input,sequential,dense",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"input,x,dense",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"keras,loss,dense",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"keras,model,dense",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,network,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,numpy,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,output,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,print,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,sequential,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,training,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,trying,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,keras,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,x,dense",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"layer,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,loss,dense",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,sequential,dense",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"model,network,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,numpy,dense",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"model,output,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,print,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"return,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,sequential,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,train,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"training,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,trying,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,x,dense",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"sequential,numpy,dense",0.88,0.882351324,0.833333333,0.827586207,0.8,0.96,0.916666667
"sequential,output,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"sequential,print,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,sequential,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"sequential,trying,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,sequential,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"sequential,x,dense",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"keras,dropout,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,sequential,dropout",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"sequential,dropout,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"epoch,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"keras,epoch,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"epoch,loss,model",0.84,0.840923449,0.782608696,0.8,0.666666667,0.923076923,0.916666667
"epoch,loss,print",0.84,0.842481003,0.833333333,0.75862069,0.666666667,0.923076923,0.916666667
"epoch,loss,training",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"epoch,print,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"epoch,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"epoch,train,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"epoch,training,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"epochs,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"error,file,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,file,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,file,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,file,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,file,error",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,following,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,error,following",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"get,model,error",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,import,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"error,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,import,module",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,import,numpy",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"error,import,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,import,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,error,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,import,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,error,input",0.866666667,0.867708824,0.782608696,0.814814815,0.692307692,1,0.96
"error,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"error,output,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"error,print,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"error,return,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"shape,error,input",0.906666667,0.906514307,0.833333333,0.88,0.769230769,1,1
"using,error,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"error,valueerror,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"error,x,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"keras,error,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"error,last,line",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"error,last,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,last,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,last,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,last,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,last,return",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"traceback,last,error",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,last,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"error,line,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,line,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,return,line",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"traceback,line,error",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,loss,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"error,return,loss",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"error,module,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,output,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,print,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,recent,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,return,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,self,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"error,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"shape,error,model",0.893333333,0.891268688,0.727272727,0.923076923,0.740740741,1,1
"error,tensorflow,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"traceback,model,error",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,training,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,tried,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,trying,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,error,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,valueerror,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"error,recent,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,return,module",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"traceback,module,error",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,output,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"error,return,print",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"using,error,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,print,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"error,return,recent",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"error,traceback,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"error,return,self",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"traceback,return,error",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,error,return",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,return,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"error,x,self",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,error,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,x,error",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,error,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"last,file,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,file,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"last,file,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,file,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,file,line",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"file,line,recent",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"traceback,file,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,file,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,file,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,file,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"keras,following,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"get,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"keras,get,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"get,training,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,get,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"get,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"model,import,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"import,numpy,input",0.88,0.880684658,0.833333333,0.827586207,0.75,1,0.916666667
"import,x,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,import,model",0.813333333,0.81474596,0.666666667,0.75862069,0.666666667,0.96,0.88
"keras,import,numpy",0.826666667,0.831017026,0.727272727,0.733333333,0.692307692,0.96,0.916666667
"keras,import,sequential",0.826666667,0.831017026,0.727272727,0.733333333,0.692307692,0.96,0.916666667
"loss,import,model",0.826666667,0.829120475,0.727272727,0.75862069,0.692307692,0.96,0.88
"loss,import,np",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"loss,import,numpy",0.853333333,0.856412627,0.833333333,0.75862069,0.75,0.96,0.88
"import,np,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,numpy,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,output,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,print,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"return,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,tensorflow,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"import,train,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"training,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,trying,model",0.826666667,0.827726052,0.666666667,0.774193548,0.692307692,0.96,0.916666667
"using,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"import,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"np,import,numpy",0.88,0.882101449,0.833333333,0.8,0.782608696,0.96,0.916666667
"import,np,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,np,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"import,np,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"import,numpy,print",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"import,numpy,tensorflow",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"using,import,numpy",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"import,numpy,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"return,import,print",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"print,import,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,import,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"print,import,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"return,import,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"import,tensorflow,tf",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,import,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"keras,model,input",0.84,0.842140348,0.727272727,0.785714286,0.666666667,1,0.916666667
"keras,x,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"layer,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"model,loss,input",0.866666667,0.867594893,0.833333333,0.785714286,0.75,1,0.88
"model,numpy,input",0.866666667,0.867230551,0.782608696,0.827586207,0.72,1,0.916666667
"model,output,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"model,print,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"return,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"model,sequential,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"shape,model,input",0.893333333,0.891268688,0.727272727,0.923076923,0.740740741,1,1
"model,train,input",0.84,0.840302741,0.727272727,0.785714286,0.692307692,1,0.88
"training,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"model,trying,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"using,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"model,x,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"output,x,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,print,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"print,x,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,self,input",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"return,x,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"layer,keras,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,loss,model",0.813333333,0.817457808,0.727272727,0.714285714,0.666666667,0.96,0.88
"keras,loss,sequential",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"keras,training,loss",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"keras,network,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,neural,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,numpy,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,output,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,print,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,problem,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,return,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,sequential,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"shape,keras,model",0.866666667,0.866102497,0.727272727,0.846153846,0.666666667,1,1
"keras,tensorflow,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,train,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,training,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,tried,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,trying,model",0.813333333,0.816642512,0.666666667,0.733333333,0.666666667,0.96,0.916666667
"using,keras,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,x,model",0.84,0.842140348,0.727272727,0.785714286,0.666666667,1,0.916666667
"keras,training,sequential",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,sequential,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"last,line,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,last,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,last,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"last,recent,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"return,last,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"traceback,last,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"last,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"module,last,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,last,return",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"traceback,last,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"last,recent,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,last,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"return,last,recent",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"traceback,last,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"last,recent,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"traceback,last,return",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"traceback,last,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"traceback,line,module",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"traceback,line,recent",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"loss,network,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,numpy,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,optimizer,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,output,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,print,model",0.826666667,0.827915786,0.782608696,0.75862069,0.666666667,0.923076923,0.88
"range,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"return,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,sequential,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,tensorflow,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,train,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"training,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,tried,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"loss,trying,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
