words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1,,,,,,,
animals,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
beautifulsoup,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cars,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
scraping,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ships,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
urllib,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
excluding,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
outout,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
planning,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
simplification,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
estimated,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
estimating,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
lstms,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rnns,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dramatically,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
child,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
alot,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
maintaining,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
appearing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
behave,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
clipping,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
connections,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
designing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
epislon,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
haywire,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
implying,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
influence,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
likelihood,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
restarting,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
segments,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
simultanously,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
spread,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
university,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tracking,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
shaped,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
contantly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
pillow,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
arg,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
repr,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
aruntimeerror,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
evidently,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
slicing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
boost,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cbu,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
register,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
contrib,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tower,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
forgot,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
listing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recognising,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
synchronize,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
masked,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tool,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dedicated,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
angular,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
arctan,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
centre,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cos,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
draws,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
representing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sin,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cores,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
availables,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
checkings,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
libcudnn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sherlock,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
venv,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
visual,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
decorated,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
faced,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fitter,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wan,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
broadcasting,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
behaving,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
funnily,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recreate,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
subplots,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
occur,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
consideration,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
contrary,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
linearity,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
minimally,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
noticeably,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
popular,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
responsive,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sensible,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
treated,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
unrelated,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
asks,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
conclusion,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
localization,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
matias,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
pointless,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rescaled,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ridiculously,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
smallest,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
external,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
keys,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
speedup,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
intonumpyarray,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
privatetest,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
publictest,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
zerocenter,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cnot,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
measurement,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
traces,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
beongs,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
exampe,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
onehotencoding,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
nms,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
pure,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
predictive,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wholly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
floatx,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
trackback,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
invoke,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
arround,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
epoches,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
jump,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
pleased,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
tryied,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wearing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
emotion,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
filepaths,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
getdatasetfromfilepath,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
starttraining,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hair,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
loosely,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ripping,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
achieving,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
categorized,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
gathered,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hoped,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
intervals,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
isic,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
bird,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
datset,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
discard,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
extensive,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
mallard,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
mislabeling,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
notes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recieved,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
recordings,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vocalization,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
passes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hundreds,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
hspace,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
infected,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
uninfected,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wspace,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
downsample,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
edges,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
evalutation,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
homogeneity,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
influences,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
mdoe,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
optimised,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
optimisers,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
poor,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
realm,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
regularising,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
saturates,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
squares,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
substantial,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
account,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ended,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
forces,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
irregularity,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
misclassified,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
orig,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
purely,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
representatives,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vastly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wildly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
checks,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cm,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
evaluating,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fuel,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
initialising,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
light,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rail,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
rules,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
upper,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
exhausted,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vr,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
frameview,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ide,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
imagesid,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
knowledges,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
physx,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
sdk,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
clipped,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cycliclr,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
declared,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
determinism,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
typically,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
us,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fargs,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fkwargs,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
suf,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vxn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dice,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
inexplicable,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
monkeyed,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
zeroes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
realise,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
skipped,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
uninformative,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
brief,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
datatype,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
accumulates,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
addmm,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
executable,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
reconstructions,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
involve,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
oom,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
datatypes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
year,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
nz,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
adamax,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
classifing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dl,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
loan,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
topology,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
terms,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
amazing,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
dia,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ms,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
officially,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
old,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
permissions,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
prebuilt,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
relays,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
wastes,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
web,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
linearly,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
measurements,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ouput,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
separable,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
brand,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
decide,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
noob,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
scoping,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
versa,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vice,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
absence,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
addn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
fcn,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
marvin,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
mechanics,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
minimized,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
teichmann,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
calc,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
vectorization,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
adaptativelearningrate,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
bilinear,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
cond,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
csvlogger,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
impossible,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
ktf,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
modelfilename,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
trainingfilename,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
trainingpatience,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
refer,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
contradicting,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
disconnectedinputerror,0.855555556,0.858845537,0.785714286,0.8125,0.727272727,0.965517241,0.896551724,,,,,,,
